,Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,AUC8e+22,AUC1.4571428571428572e+23,AUC2.1142857142857144e+23,AUC2.7714285714285714e+23,AUC3.428571428571429e+23,AUC4.0857142857142864e+23,AUC4.7428571428571424e+23,AUC5.4e+23,AUC6.057142857142857e+23,AUC6.714285714285714e+23,AUC7.371428571428572e+23,AUC8.028571428571429e+23,AUC8.685714285714285e+23,AUC9.342857142857142e+23,AUC1e+24
415,W,0.27,0.58,1.49,0.016,292.22222222222223,52.21175020689652,114.11898169890239,179.49036385311211,247.58310193716673,318.0958417862466,390.8121804264392,465.5739370964633,542.2470894052599,620.7344546396745,700.9523219893192,782.8024471958424,866.2577943161921,951.2092720089829,1037.6529850657537,1125.5316008570496
416,P,0.057,0.593,1.301,0.014,292.22222222222223,7.943377304684274,20.48604074867753,36.56742414111253,55.64231658637256,77.37579742934741,101.53263371970345,127.93539840555474,156.443591786432,186.94248497738099,219.3358198088836,253.54085684832648,289.48666160343663,327.1094788412908,366.3541103567298,407.17018447182136
417,P,0.06,0.55,1.32,0.005,291.5,7.388664255255983,18.707931464029883,32.983816490649275,49.75725507619926,68.74886795479087,89.76235160364274,112.64972726813807,137.29366626964168,163.59856806655156,191.4841864876788,220.88110045928815,251.7307614153645,283.9791116438305,317.58088123147274,352.4938486414898
418,P,0.05,0.56,1.32,0.01,282.77777777777777,8.01877988515544,21.049000533090055,38.00675384317384,58.29067616557829,81.5285721473591,107.45911395131752,135.88510166565595,166.65053524613023,199.6278086350163,234.7098986539527,271.80528448069725,310.8344768741055,351.72755320011174,394.42235069316894,438.86310710224035
419,P,0.06,0.55,1.32,0.005,292.77777777777777,7.224005226782886,18.290973372091507,32.24862653386713,48.64813710930663,67.21635607619392,87.76135752913113,110.13846268889313,134.23295932387478,159.9513788288192,187.21526455397807,215.95674347861004,246.11857277793032,277.64790011670203,310.50046522691025,344.6349880955905
420,P,0.06,0.58,1.45,0.005,287.77777777777777,8.115556562881496,20.55460533731464,36.247117814437786,54.688009719328775,75.56984306155927,98.67660068577123,123.84544148602264,150.94725574475194,179.8768394947518,210.545886274692,242.87801089738176,276.8087722415949,312.2787008616308,349.23796487254407,387.640106370481
421,P,0.04,0.68,1.54,0.006,296.1111111111111,6.07896093269832,15.957047549076123,28.812559404335975,44.18960842248515,61.80603683859133,81.46373449927583,103.01320602283238,126.33618925616038,151.33594725788092,177.93134677212836,206.05300673209376,235.6406670984183,266.6413201857831,299.00784099155146,332.6979566823965
422,P,0.04,0.68,1.54,0.006,292.77777777777777,6.444537761631516,16.916673200024032,30.545290411674596,46.84708510275082,65.52293109182537,86.36280426810912,109.20821888983448,133.93380074916112,160.4369953341317,188.6317901934508,218.4446318185595,249.8116362491125,282.67660802120133,316.98958812663835,352.70576152652427
423,P,0.06,0.6,1.33,0.004,292.22222222222223,7.164219203740337,18.093108150510798,31.84394469312319,47.97804693859675,66.22882786988822,86.40896034065702,108.37724496353573,132.02170610513122,157.25113587347474,183.98896974601377,212.1689051787161,241.73516739229729,272.63604317558924,304.82845109212195,338.27207250464085
424,P,0.06,0.62,1.3,0.007,287.77777777777777,8.3226849991439,21.10031423176257,37.234789183929415,56.20521481796677,77.69435372158591,101.47930873651688,127.3920466085824,155.29935101518885,185.0926577505773,216.6808423145229,249.98511200503634,284.93892959012595,321.48098923793304,359.55981834006667,399.1274919095939
425,W,0.26,0.56,1.54,0.014,276.6666666666667,66.14384372220606,144.68539659005506,227.72642406983272,314.31000222491343,404.0437141018971,496.64595868273534,591.9106964099556,689.6637175337764,789.7782251730081,892.1450941514903,996.6373672788145,1103.2183325746971,1211.7480515576638,1322.2195778636624,1434.558745893581
426,P,0.04,0.65,1.55,0.006,292.77777777777777,6.429366896910339,16.876850241397282,30.473384793949215,46.736803990751326,65.36868581303324,86.1595005605425,108.95113557734584,133.6185117947142,160.0593161207399,188.1877385830814,217.9303988229647,249.22356326707876,282.011168739324,316.24337383829584,351.8754690226371
427,P,0.04,0.65,1.55,0.006,292.22222222222223,6.4926460956004695,17.04295579686063,30.77331033903886,47.19679757228015,66.01205834473049,87.0075007201901,110.02345586428223,134.933613653437,161.6346540084996,190.03992239710016,220.07531623534092,251.6764746705047,284.7867827407691,319.3559084950392,355.3387023511267
428,P,0.04,0.65,1.4,0.005,292.22222222222223,6.093637587935054,15.99557322609014,28.882122608565613,44.29629699229887,61.95525738866092,81.66041533976478,103.26191453179736,126.64120728706469,151.70132310869144,178.3609328578582,206.55048795853696,236.2095828833767,267.28508196868654,299.7297464362317,333.5012013918548
429,P,0.06,0.67,1.46,0.01,274.0,11.718493898819402,29.80237804909608,52.70216845081112,79.67160481359696,110.25542953341564,144.1337934966833,181.06555005984484,220.8595625839216,263.3600037194572,308.4360890243471,355.97486441391845,405.8806605703562,458.0657578022836,512.4560606972069,568.9828535842024
430,P,0.065,0.62,1.36,0.014,293.3333333333333,9.358901585094264,23.474940597834824,41.12239450715293,61.750440634442555,85.02570394566779,110.71388413954776,138.63842015187168,168.6592156408428,200.66226606959796,234.55185094529222,270.2448458160575,307.6718290638323,346.7676728387424,387.4789086157231,429.7550101818614
431,P,0.04,0.63,1.48,0.003,292.77777777777777,5.617002801379076,14.744424545119514,26.62300822144266,40.83151003090376,57.10921420750222,75.27306557144179,95.18492933502866,116.73553043421522,139.83548325248938,164.40982008886942,190.39443234799776,217.73363932824867,246.37846155430879,276.28535519117855,307.415259842542
432,P,0.037,0.62,1.35,0.003,284.0,6.3862481714265,16.763665182236885,30.269014202791144,46.42336233256294,64.93028892823794,85.58166950624693,108.22045179752146,132.72239557953841,158.9858739259481,186.9256523513425,216.46884262433704,247.55213860257862,280.1198530991961,314.122478975511,349.51560653593174
433,P,0.03,0.65,1.375,0.012,275.0,9.776381100555966,25.662638698718315,46.33728762822681,71.06715397672255,99.3984625232426,131.0126061273954,165.66916149307576,203.17793561011564,243.38335300831662,286.15493256795236,331.3810934189044,378.96492342167556,428.82117390652223,480.8740569237864,535.0555879390421
434,P,0.07,0.62,1.45,0.008,291.1111111111111,10.190167575086816,25.059308888234753,43.29086844609288,64.35436489543991,87.93314003109744,113.80450539833886,141.80079570424655,171.7887201798579,203.66016549531628,237.3242946849863,272.7014647213727,309.72679681909943,348.33693610655797,388.4824161442625,430.11489772774513
435,P,0.07,0.62,1.45,0.008,291.6666666666667,10.090615752018856,24.814454190221323,42.86782322972184,63.725429574933244,87.07371230883633,112.69216111800255,140.41475067636844,170.10949393457997,201.6693350538812,235.0043255682808,270.035601389038,306.69891841921793,344.93154133438304,384.6844876565996,425.9098909634747
436,P,0.073,0.49,1.34,0.014,286.0,11.889320695534805,29.308717050694867,50.719550952601836,75.49307673760771,103.2532742631779,133.73573129367446,166.7413445103646,202.11187158109556,239.7189035100139,279.45456110482235,321.2243826500678,364.9511545757113,410.55988761110126,457.9916277083287,507.18903007944095
437,P,0.073,0.49,1.34,0.014,287.77777777777777,11.516252562869438,28.388909249579623,49.12761726145436,73.12338024649314,100.0119905347114,129.5373422149276,161.50658670706954,195.76645270527644,232.19256517143486,270.6804339082082,311.1385644383323,353.49216916480793,397.66861407309705,443.61079756057734,491.26317618107
438,P,0.03,0.58,1.38,0.005,289.44444444444446,6.336975769779948,16.634326950812827,30.03547692312231,46.06518794077096,64.4293263616072,84.9213734638286,107.3854886980296,131.69839040358136,157.7592357456068,185.48344785607915,214.79870086481827,245.64217706111157,277.9586189065083,311.69890122926216,346.8189569719471
439,W,0.26,0.6,1.88,0.013,285.55555555555554,58.19390925850577,127.3428944228713,200.49631247923742,276.80568713800284,355.9213747093967,437.59254651122313,521.6355971488807,607.8954305645638,696.2589713288925,786.628941217063,878.8926122352215,973.0166696431135,1068.8772779019844,1166.4674959068457,1265.7214393543459
440,P,0.11,0.49,1.375,0.01,276.6666666666667,22.232162518407037,51.743625141084905,85.76753384720939,123.55171010064167,164.67629563402093,208.84510863645494,255.83612443282243,305.4711407862481,357.60798022112044,412.12676291809544,468.9172846161735,527.9006418557173,588.9828220847205,652.1070952640011,717.2070441961849
441,P,0.1,0.72,0.58,0.012,274.0,20.73081038831347,47.913573834651544,78.98037936112556,113.27629377661044,150.44087969401966,190.21969950519815,232.42220425838306,276.8951343950138,323.51665502979216,372.18395833014876,422.80156809361097,475.30309074928766,529.6059307204788,585.6630576124061,643.4170155912409
442,W,0.1,0.84,1.87,0.009,290.0,19.44742394302529,44.80219977595126,73.66061853714598,105.42837600265939,139.78078127506578,176.48854931516175,215.3800540245206,256.31710504573806,299.19005419105275,343.9063393476048,390.3795452097655,438.550493536422,488.34389339109566,539.7181633424153,592.6213398656429
443,W,0.04,0.98,1.74,0.008,290.0,7.830033879629892,20.55354925149538,37.1121510390525,56.91863048740676,79.60955297618789,104.92974180167502,132.68663874272355,162.727915683442,194.9289701569293,229.1852980959239,265.4075328948933,303.5180563300998,343.44859160612987,385.1384391443371,428.53314922530404
444,F,0.025,0.89,1.26,0.006,296.0,5.959485937390672,15.643430106530143,28.246281641121854,43.32111242170897,60.591310170164235,79.8626583606397,100.98859977145767,123.85319655630998,148.36161302729587,174.43431050951042,202.00327154132708,231.00942042525088,261.4007912811367,293.131185294151,326.15916045495464
445,W,0.048,0.067,1.525,0.005,287.22222222222223,5.761005103190642,15.1224252598179,27.305538496146237,41.87830164536558,58.57331500846869,77.20283044605414,97.62517182852535,119.728262622562,143.42042564531627,168.62477125952046,195.27554732687707,223.31564566753315,252.6948311263344,283.3684435411769,315.2964211299206
446,F,0.029,0.73,1.35,0.005,289.0,6.066283745930944,15.923770402821175,28.752473116422827,44.09745452885905,61.677145292646436,81.29384839728425,102.79838022172662,126.07272523913342,151.0203482452789,177.5602851812127,205.62329966879093,235.1492573361467,266.08526104124866,298.3842840568835,332.0041417063369
447,W,0.04,0.98,1.77,0.008,290.0,7.870292017613746,20.659225374299552,37.30296325268733,57.211277762659975,80.01886568387437,105.46923832097512,133.36884741426138,163.56458165246823,195.9311979248122,230.3636548561187,266.77212636223885,305.078595145151,345.21443336413444,387.1186293535131,430.7364534405068
448,W,0.29,0.69,1.575,0.016,275.0,78.78806812911073,171.8686733079218,269.8508510228668,371.6604810303107,476.87409466099797,585.187027624421,696.3771773406385,810.2552985824543,926.6855555931779,1045.5506650821028,1166.7097106620165,1290.1291249126102,1415.6493904298143,1543.2705376546198,1672.910557524317
449,F,0.08,0.9,0.86,0.009,290.0,12.028616969158328,28.766212625731864,48.68803473956945,71.28052400986014,96.24522249584285,123.37198571847931,152.50286388548196,183.51181822208244,216.297274653027,250.7737731701353,286.86496819961405,324.51168893066597,363.65143940914,404.24005847239346,446.231339249324
450,P,0.12,0.2,1.46,0.013,280.55555555555554,19.325764918529142,45.56173831284788,76.28179076283685,110.75148940915516,148.55196489537474,189.38803356966716,233.038100973157,279.3248661673648,328.1061035337685,379.2620319382553,432.6842138154509,488.2916016002446,545.9936800821733,605.7309540675955,667.4379233709359
451,P,0.12,0.5,1.35,0.01,292.22222222222223,18.58071568729958,42.85698016974383,70.5303558903701,101.0259047532615,134.0286441165053,169.31617459860595,206.72199245303204,246.11208734097474,287.38005127592027,330.4360713953425,375.1964668319914,421.60359591985906,469.5847463134301,519.099290164119,570.0968936677706
452,F,0.08,0.9,0.92,0.005,290.0,11.759963799211183,27.9205907910844,46.99850122267345,68.51970844878161,92.21121643591547,117.88072868203483,145.38379494752203,174.605001199836,205.4515404671202,237.84529221740246,271.7160240091395,307.01023140759736,343.6698805823792,381.6553472294898,420.92416458262613
453,W,0.3,0.09,1.49,0.012,274.0,44.988512998928925,99.81096418685325,159.04479001958396,221.84524668181623,287.81575280618586,356.6740206797306,428.21111405941883,502.25466249401694,578.6735901955306,657.3562072900804,738.1857514344383,821.1072774137625,906.0044498411894,992.848048736496,1081.5689462203625
454,F,0.09,0.65,1.27,0.01,262.9186574027526,21.948084429052575,52.04001890665811,87.50980902121701,127.48241909831602,171.45475619319166,219.07241606485596,270.0692063946721,324.23238890673474,381.3909705823887,441.4010041396375,504.1329153353737,569.4883285228715,637.3599786305986,707.675124158948,780.3554312956293
455,W,0.04,0.99,1.76,0.01,290.0,8.329755649170533,21.865300408667057,39.480691210627256,60.55124296191899,84.69032622661989,111.62647863023317,141.1548526644298,173.11339845773026,207.3695612704584,243.81216746556294,282.34614695794255,322.8889278395323,365.3678758112919,409.7184173776403,455.8826277754292
456,F,0.03,0.68,1.35,0.005,276.0,7.603568337486003,19.959085581762054,36.03876827540317,55.27239131276508,77.30703157567547,101.89489275383696,128.84898592537184,158.02138871130867,189.29110248167152,222.55664570659908,257.731236502041,294.73950157108715,333.515138866036,373.9992044025591,416.1388232928952
457,F,0.03,0.69,1.35,0.006,276.0,7.871737996506496,20.66302101539711,37.30981678459945,57.22178897366549,80.03356724647735,105.48861578398477,133.3933507665995,163.5946327524963,195.96719562044998,230.40597869643275,266.8211393928901,305.1346460779783,345.2778583022435,387.1897531905681,430.8155910148965
458,F,0.03,0.73,1.33,0.007,289.44444444444446,6.371132177148853,16.72398625649441,30.19736865548427,46.31348008863326,64.77660152844713,85.37910111369428,107.96429831175263,132.40824697174205,158.60956071418732,186.483206800302,215.95646952223328,246.96619258073764,279.45682059829073,313.3789636176333,348.68831705914886
459,W,0.08,1.7,1.41,0.012,290.0,45.65712667583342,115.25405069341392,202.78474281132816,305.4607331563403,421.5879099585336,549.9758297689597,689.7272005055199,840.130415578008,1000.6058829254251,1170.6670573552826,1349.8925297626743,1537.927967602821,1734.4445938570827,1939.16876572871,2151.8442310501086
460,F,0.03,0.82,1.35,0.006,296.0,5.758839062399977,15.116739482877973,27.29527207403164,41.862556109997556,58.551292429547075,77.17380348341385,97.5884664098374,119.68324681438426,143.36650198328198,168.56137118846982,195.20212701334614,223.23168274977056,252.59982213016002,283.26190178387867,315.1778749913416
461,F,0.03,0.73,1.33,0.007,290.0,6.308479125466362,16.559524313760974,29.900410870518968,45.85803813877128,64.13959516120616,84.53949190673627,106.90258862281364,131.1061580321243,157.04981077831167,184.64935032570526,213.83277604516596,244.53755270993332,276.70867126829137,310.2972274586877,345.25935238813753
462,F,0.03,0.73,1.33,0.007,291.0,6.197530264512036,16.268287658456764,29.374544578157227,45.05152091078242,63.01155544138201,83.05267390414575,105.02246502964991,128.80035997708407,154.2877349637772,181.401874240401,210.0720434715825,240.23680725383736,271.8421239939303,304.8399495222594,339.18718647945485
463,F,0.03,0.73,1.33,0.007,293.3333333333333,5.947501711337341,15.611971956512559,28.189479791447308,43.23399584662215,60.4694640972688,79.70205857719043,100.78551678390049,123.60413401626002,148.06326529616015,174.08353189696481,201.5970531367371,230.54487211623385,260.875127456078,292.54171324492535,325.5032708112301
464,P,0.12,0.6,1.26,0.013,292.77777777777777,19.16141703173487,44.17604402073384,72.67434332145976,104.06622234436381,138.0287364232542,174.33385274897435,212.8108623570327,253.32234870726498,295.75922896800097,340.0294271627075,386.04708853907505,433.7532050216846,483.07309883136566,533.9652279073186,586.377956537506
465,P,0.12,0.64,1.29,0.011,286.6666666666667,21.720681739822957,49.92339475399764,81.92762771262741,117.08563266330049,155.0454835230282,195.55859513664444,238.4389662076178,283.5367065962098,330.7330569449661,379.92773231513746,431.0267298342476,483.9664314808758,538.6644939883932,595.0765001256474,653.1459565613262
466,F,0.03,0.77,1.39,0.006,290.0,6.297207308972084,16.529936212479356,29.846985641120106,45.77610026112955,64.02499230173787,84.38843907445447,106.71157802616203,130.8719011652604,156.769198508326,184.3194239597359,213.450705539089,244.10061975584307,276.2142558469387,309.74279693160906,344.64245250059685
467,P,0.12,0.64,1.29,0.011,287.0,21.59136207529721,49.62610896144886,81.43969038819846,116.38822241068186,154.12187922691544,194.39355919566196,237.0183710788272,281.847319223068,328.762353063502,377.66378617779947,428.4581765360114,481.08228603842133,535.4542624856609,591.5299540402103,649.2532044385179
468,F,0.03,0.75,1.32,0.008,290.0,6.494599462560347,17.048083312862897,30.782568747209766,47.21099712414732,66.03191862539654,87.03367765555139,110.0565573425289,134.97420956130046,161.6832831480003,190.0970974995163,220.14152773756805,251.75219364593636,284.87246322971373,319.4519893950159,355.44560897602474
469,F,0.03,0.73,1.35,0.005,289.0,6.066283745930944,15.923770402821175,28.752473116422827,44.09745452885905,61.677145292646436,81.29384839728425,102.79838022172662,126.07272523913342,151.0203482452789,177.5602851812127,205.62329966879093,235.1492573361467,266.08526104124866,298.3842840568835,332.0041417063369
470,P,0.133,0.66,1.21,0.005,287.22222222222223,24.42201860868767,55.04341218143515,88.88952468005654,125.38267413633774,164.22790948844766,205.2162354617989,248.19196543054125,293.02842654586686,339.6269204269233,387.9037979008524,437.77699124674865,489.19825790859693,542.0914486664284,596.4256524843902,652.151865017136
471,W,0.22,0.59,1.45,0.016,291.1111111111111,42.695160708573574,93.95983574479027,148.675374681111,206.1456656366486,266.0649524749144,328.2147536333185,392.434243779932,458.58917727281397,526.579572313408,596.3198337738811,667.7157104725496,740.731379851066,815.2679557561731,891.3110456799809,968.805218856935
472,P,0.117,0.617,1.359,0.01,285.0,21.616784814689787,49.79889886831534,81.87453496451495,117.1832308964369,155.36416789837324,196.16254815274885,239.38764916093928,284.8859034082594,332.5354630526441,382.23346708637814,433.8838820113228,487.4209493822163,542.7609944686428,599.8578146969021,658.6536631798347
473,F,0.02,0.76,0.72,0.014,291.6666666666667,5.886648873709565,15.452235509071429,27.901054513100533,42.79164013880633,59.85076087384051,78.88657391411724,99.75431326589373,122.3394580796268,146.54833175279853,172.3023677352124,199.5343798772435,228.18601450681743,258.20594087275197,289.5485248038846,322.17283079668977
474,F,0.08,0.62,1.27,0.01,262.0,19.115289273910378,46.10907837029335,78.5440684624753,115.54946173002851,156.61439515426628,201.37932486832702,249.57384426533312,300.9824645941629,355.431126254066,412.77345463201635,472.8795491774423,535.6469255248566,600.9703025545415,668.77259380711,738.9751008870743
475,P,0.11,0.54,1.34,0.011,279.44444444444446,21.570690212080557,50.16387601507247,83.09647444516577,119.64425102515769,159.4035612653976,202.08964033318105,247.48904394192374,295.4304182848493,345.7771028393003,398.41385989936254,453.23463692297145,510.16373837095125,569.1105559950204,630.0207506772415,692.830417552376
476,P,0.11,0.54,1.34,0.011,282.22222222222223,20.50281592726749,47.6800116610253,78.98134903270343,113.71851121867587,151.50787917538014,192.0788154667465,235.2284651913823,280.79397529275866,328.6454655006842,378.6734153822557,430.777032625887,484.8843789316463,540.909338651439,598.800270835314,658.4964404320513
477,P,0.11,0.54,1.34,0.011,283.8888888888889,19.892116264116844,46.259541680281934,76.62800942715158,110.32974187044942,146.99257116952185,186.3539383999739,228.21704401431757,272.42389597131023,318.8484911628676,367.3845784756815,417.93437359813095,470.4280866978146,524.7821712042503,580.9465290127164,638.8622376894647
478,W,0.28,0.63,1.68,0.015,292.22222222222223,56.26889353026827,122.81916442209014,192.94130681548097,265.85797802124034,341.25990478868334,418.9247146743444,498.6901574296947,580.4182357113588,664.0095733554896,749.3784325725463,836.4225694875074,925.1164297403045,1015.3449732393581,1107.10692961398,1200.3427440700937
479,W,0.29,0.56,1.63,0.017,291.1111111111111,54.758318962871776,119.72095193621794,188.35134730980624,259.86550856061154,333.9440573161889,410.35770806967486,488.9388004329467,569.5453932732784,652.0744139751682,736.4371078397935,822.5296588511335,910.3229435905479,999.7020073193471,1090.6621365672,1183.1427231659422
480,W,0.24,0.52,1.3,0.009,282.77777777777777,53.721960087158976,117.36512489242453,184.5198953856434,254.42956100656423,326.78911362322225,401.3794339731544,478.0404518265564,556.636371747762,637.0689503818191,719.2535183599639,803.0901770092192,888.5522786383946,975.5284023662676,1064.0154966384932,1153.9552999093346
481,W,0.22,0.11,1.25,0.015,281.7,31.584917091154036,70.75749356919944,113.68610553000349,159.6831206544385,208.40686330442261,259.6148833971238,313.1269382866844,368.7957324628864,426.50737435020955,486.1651755127035,547.672327989987,610.9756360991946,675.9831064492604,742.6622769735062,810.955502470637
482,P,0.11,0.61,1.37,0.004,286.6666666666667,19.22933424778449,44.0323798824702,72.04201633755966,102.70759505511522,135.7328071911956,170.9082540427742,208.07735992929412,247.1137640233227,287.9176016327622,330.4044970993506,374.49480637432293,420.1357338832744,467.256869157405,515.8217705921635,565.7826220228642
483,W,0.05,0.84,1.27,0.01,290.0,6.375344496828305,16.73504343981259,30.21733386209407,46.344100577767186,64.81942904258428,85.43555011802121,108.03567968099935,132.49578963275312,158.7144265614761,186.60650150837753,216.09925068909342,247.12947604814062,279.6415854771588,313.5861563643648,348.918854837852
484,P,0.11,0.61,1.43,0.013,275.0,24.392856920307253,56.80464905129668,94.19845889324743,135.74455413975213,180.97929430323552,229.57562875770068,281.28837529024804,335.92077558912456,393.315804958444,453.3410725373286,515.8749653686859,580.8302233570479,648.1032114020745,717.6311236221804,789.3406589403087
485,W,0.05,0.7,1.88,0.005,274.0,7.95389913965984,20.878690976513703,37.69923741816536,57.81904050788095,80.86891636233065,106.58965157383479,134.785641794693,165.30214919253297,198.01260018293368,232.81083752271306,269.60608089370305,308.3194842101141,348.8816905888667,391.2310402295316,435.3122220589907
486,F,0.03,0.84,0.88,0.006,290.0,5.703344198403419,14.971067517993427,27.032242078734964,41.45914895923333,57.987064817871804,76.43012065394021,96.64805834974666,118.52992312662997,141.98495538282722,166.9370350561663,193.32106811014253,221.0805179508087,250.16565221799965,280.53225774545837,312.1406737225012
487,P,0.11,0.61,1.43,0.013,277.77777777777777,23.16746215250225,53.950489898441774,89.46474689208904,128.9222566874398,171.8827193698324,218.03554841153755,267.14790463802154,319.03293450050813,373.54151858228647,430.5479310051354,489.9366796796475,551.6248994690203,615.5141694950946,681.5448482778993,749.6473241704903
488,P,0.11,0.62,1.36,0.009,274.0,24.582404378573212,56.87754942686529,93.83819379574655,134.67913646877446,178.96723064047498,226.39674693150948,276.7386870714095,329.8089308771715,385.4610219256743,443.57139216193565,504.0254798391889,566.743228429505,631.6257598901949,698.6162210778723,767.6456538836571
489,W,0.31,0.65,1.8,0.01,285.55555555555554,65.65551641020468,142.95665732731675,224.08729479908885,308.18895013105384,394.9332220186341,484.0833626477052,575.4672787557919,668.9374414646579,764.3891210220503,861.7316570091236,960.8533629009328,1061.73192572283,1164.2384107740186,1268.3774681861057,1374.0842857676455
490,W,0.31,0.59,1.49,0.016,292.77777777777777,54.09117677587508,118.07774490471117,185.5094400631962,255.63735476723093,328.163082014575,402.87208350654174,479.6078031003215,558.2371258276111,638.6641401470617,720.8061077301841,804.5644830130478,889.9144456193061,976.7452277575658,1065.0553998234,1154.787552958086
491,P,0.11,0.63,1.4,0.012,276.6666666666667,23.720572628606813,55.12465379485756,91.26314734958592,131.34501762285072,174.92998913789216,221.70743422377137,271.4445446416959,323.954383668619,379.08791456604547,436.71945411241614,496.7332238689159,559.04681589116,623.5611784177469,690.2172363660777,758.9452342107822
492,P,0.11,0.63,1.4,0.012,291.1111111111111,18.264355371013693,42.44274417725107,70.2644987913211,101.12082995376618,134.67292986926054,170.68175827827673,208.96816121980666,249.38828239464434,291.82743409085776,336.18889923174527,382.3835765928732,430.34805889107264,480.0061101596705,531.312280688036,584.2128882893859
493,P,0.117,0.617,1.359,0.01,282.22222222222223,22.731857148521367,52.368192550262265,86.09935999391482,123.23076107214854,163.38291975734697,206.2878633978752,251.7450075048388,299.59284432935414,349.7032251447321,401.9679700202085,456.2860811665766,512.5883976957334,570.7869213026984,630.8330576320399,692.6660745304778
494,P,0.117,0.617,1.359,0.01,282.77777777777777,22.50349733286555,51.842015398035954,85.23413661894493,121.99225373505502,161.74071178759147,204.21423637331097,249.21426277183596,296.5809094186618,346.1873180305077,397.92639801029986,451.6981682663932,507.43416475093187,565.0472746290231,624.4893934008787,685.7004003027304
495,P,0.117,0.617,1.359,0.01,283.8888888888889,22.054868982147315,50.80830756223101,83.53435512811389,119.55913860333652,158.51450951183386,200.14049415603947,244.2424956465941,290.6638270578988,339.28016517823943,389.98655940354763,442.6850259510718,497.30846970134843,553.771517342108,612.0270266779107,672.0160780227998
496,P,0.12,0.65,1.29,0.009,274.0,27.45225764614536,62.90911398958275,102.98950230568688,146.90074143442234,194.2154248114302,244.63153818871749,297.923221902829,353.9082565983821,412.4425556166421,473.4043941344427,536.6790411117651,602.1901097826598,669.8363644774481,739.5649512186195,811.3069741497383
497,W,0.41,0.1,1.65,0.021,291.6666666666667,33.104330799531965,73.8823478827244,118.3281543991521,165.7596331730113,215.84448518025968,268.34666261964384,323.09094677758236,379.9336817471066,438.7644217175432,499.4892852417134,562.0128609846935,626.2853611385874,692.214577967734,759.7713638685814,828.8990196961355
498,W,0.41,0.1,1.65,0.021,292.22222222222223,32.78203077878026,73.16293712742684,117.17582677715156,164.1452374808551,213.74211474573903,265.7327154177827,319.9435316298362,376.23230995903725,434.48968309991153,494.6226863130993,556.5368393599531,620.1828413120809,685.4693836759761,752.3676043836612,820.8213576473316
499,W,0.086,0.11,1.37,0.02,287.77777777777777,11.397042579972206,27.82061251046622,47.805670224385906,70.78748775676385,96.43101945465341,124.50058119306071,154.8187918157323,187.24451693698867,221.6634479476378,257.9795128250115,296.108119048556,335.9811227045178,377.5307839904553,420.7053888944897,465.45362735576634
500,W,0.36,0.78,1.418,0.013,283.3333333333333,71.24996253577119,155.0285539057868,242.8575787574327,333.8205298577327,427.57113702220755,523.8595576490236,622.5044002811776,723.3497675586758,826.2855025640094,931.2161420171091,1038.0228545727236,1146.6837638848065,1257.0605987874922,1369.160316147884,1482.9140383809065
501,W,0.39,0.58,1.63,0.018,290.55555555555554,55.76101728217719,121.9283421016132,191.8451844618474,264.71109751970016,340.1994539191594,418.0757893129011,498.1686300944566,580.3328539928699,664.4630167062608,750.4683336001149,838.2427591503896,927.7563128594965,1018.8917065022847,1111.6438757009646,1205.950900654528
502,W,0.086,0.11,1.37,0.02,288.8888888888889,11.17328478888985,27.274316692268044,46.86682262738618,69.3971749999736,94.53691484906457,122.05499135327604,151.77751051778918,183.56611248000775,217.30873587369723,252.91119738369594,290.290567344066,329.380041731263,370.11321210391066,412.4393814027797,456.30824819669095
503,W,0.35,0.58,1.55,0.022,291.6666666666667,53.985349225326786,118.18218996729597,186.1407932083701,257.0673094657729,330.63287676202174,406.6016538247593,484.80092382394247,565.0849356188579,647.3472340133011,731.4962744443925,817.4264250054226,905.1057390463806,994.418601937528,1085.357723680226,1177.8613357137283
504,W,0.36,0.7,1.55,0.014,291.1111111111111,59.54762994075972,129.7506764148295,203.51678382397878,280.05444723297177,359.0571950481056,440.30427031137634,523.6350156617755,608.9120446108712,696.037389651366,784.926333487805,875.4755578837473,967.662832767361,1061.3698117073407,1156.5990836967417,1253.2906238434236
505,W,0.1,0.084,1.57,0.017,303.88888888888886,9.701154407364095,23.352803299659843,39.719724685698694,58.36660904835259,79.03862189300598,101.55639399843623,125.78504345753188,151.6170497392029,178.96560871339733,207.75771480605596,237.92848196927244,269.4269231816393,302.20033055497174,336.21041939437185,371.41788827484936
506,W,0.39,0.58,1.63,0.018,283.3333333333333,63.45379614490072,138.75123463392228,218.31709542949392,301.2402694198381,387.1489121114547,475.77610353991713,566.9266310347645,660.4352865952708,756.1820250158041,854.063492047173,953.9589756333169,1055.8343231837857,1159.556040014136,1265.1183336559252,1372.450719432798
507,W,0.08,0.07,1.17,0.008,282.77777777777777,9.83415117934596,24.032192650421695,41.32902735969621,61.23368149520467,83.4545881660543,107.78665673247326,134.07552200541667,162.19837871801897,192.05574079121087,223.56399803699546,256.64957978337526,291.25311663507904,327.3157556641696,364.7924085525072,403.63844608756045
508,W,0.1,0.32,1.43,0.011,273.88888888888886,19.870732306241038,46.381333106849276,77.05401666448111,111.19799526621838,148.42563105944174,188.4635405803357,231.1067162959999,276.19074199009356,323.58426310853713,373.1765573768498,424.8662237858778,478.5798790452338,534.2314774102816,591.7679767907218,651.1282315568372
